Kind;Transaction ID;Initial time (ms);Final time (ms)

Keyhole calculation;b77990cf-6928-4438-8139-a9ba8122734a;1621736063074;1621736063129

Keyhole calculation;c7528f19-ea15-44e5-9861-658042bf42d0;1621736063570;1621736063571

Keyhole calculation;e43065f4-b730-409c-b925-57d9c3502563;1621736063585;1621736063587

Keyhole calculation;8ab16f36-9a0c-4ee1-945b-56fad907f2ec;1621736063588;1621736063589

Keyhole calculation;cff17f83-e806-4ebe-b21b-0fbca9873e7d;1621736063591;1621736063592

Keyhole calculation;0afb758a-b85e-4cb2-9c94-9ed9cf8da5cc;1621736063593;1621736063594

Keyhole calculation;45d4f804-eedb-4322-8ffd-c9d515cda103;1621736063595;1621736063596

Keyhole calculation;a7824068-fc8a-428b-9ceb-27895d7decbb;1621736063597;1621736063600

Keyhole calculation;710be75d-9946-4e04-99df-599f3509f4ce;1621736063601;1621736063603

Keyhole calculation;a40fb0b6-073e-49d4-92e8-2232b5b88941;1621736063603;1621736063605

Keyhole calculation;f7b8b5fd-333d-4e15-a8cc-a4d793b71266;1621736064915;1621736064916

Keyhole calculation;b28a8c2c-0245-4dd0-a545-9c6b34dcdf96;1621736064917;1621736064918

Keyhole calculation;65a2a7e8-723d-4ee0-adb4-39bdd377f6a4;1621736064918;1621736064919

Keyhole calculation;bbf686d4-6f91-45f8-a4f7-c8560a08d7ec;1621736064922;1621736064923

Keyhole calculation;14460e02-d3dc-466a-9765-e76e4365bdce;1621736064924;1621736064924

Keyhole calculation;8afdf71b-8f5c-44c3-88e9-25ae3ada8dcb;1621736064926;1621736064927

Keyhole calculation;83570dc6-fab2-4867-83df-04c73d2cc1fb;1621736064928;1621736064929

Keyhole calculation;bc33ec6b-4f5e-4390-9c72-ffcbdc3c6341;1621736064930;1621736064930

Keyhole calculation;8b62b57f-b79c-4d29-8565-c542118f1631;1621736064932;1621736064933

Keyhole calculation;e898fc8e-d352-4755-aaf3-2395e9923a31;1621736064934;1621736064935

Keyhole calculation;3587fead-a98a-4c8d-aa31-1e73a2b567b0;1621736064935;1621736064936

Keyhole calculation;4f8208bc-69a6-4b72-8579-33e4cef3336d;1621736064937;1621736064938

Keyhole calculation;615dca89-56b5-4e85-bc25-204e53b72ab8;1621736064939;1621736064940

Keyhole calculation;78d6e6f0-9806-4e67-afed-29c6193df452;1621736064941;1621736064941

Keyhole calculation;b50945a7-fe9b-43e0-8786-cbf0c158bafb;1621736066119;1621736066120

Keyhole calculation;fe79c03c-2472-44e2-a28f-516c33682ff3;1621736069891;1621736069891

Keyhole calculation;1764cb15-3efc-4f7f-ba89-cb078f97dff4;1621736072743;1621736072744

Keyhole calculation;1b118733-81b3-43f1-b885-f69729569f69;1621736078632;1621736078634

Keyhole calculation;67b786fe-424d-445f-bacd-bda962c87b2e;1621736082780;1621736082780

Keyhole calculation;6a2c7f7c-88f7-4691-9001-aa2af77097f8;1621736083265;1621736083266

Keyhole calculation;9893597d-d6cc-4a08-b4b1-bbc8b83b0809;1621736084166;1621736084166

Keyhole calculation;6eeeb78b-5a51-4698-9f7c-169b3e7e6e01;1621736084322;1621736084323

Keyhole calculation;4d0ba8f8-34fb-4067-aff0-d9e5d7162f60;1621736086181;1621736086182

Keyhole calculation;82f5ad77-017d-4aae-a9dc-6ed91813c4bc;1621736089398;1621736089399

Keyhole calculation;a8711839-ef0b-43ab-8d97-8259fcd64f20;1621736089408;1621736089408

Keyhole calculation;4d49c169-e667-4ab7-ae73-5a7f5b004e2a;1621736092109;1621736092110

Keyhole calculation;d19c5dec-f1d4-4922-8ff4-fd3a9ff99601;1621736101797;1621736101798

Keyhole calculation;9ae98f3b-da6f-488c-9388-e94d555f05ef;1621736103235;1621736103236

Keyhole calculation;a6c968fc-a20d-4dd7-9451-ac247bd19908;1621736103247;1621736103247

